text,sentiment
المنصة جميل إلى حدٍّ كبير,ايجابي
جودة الصفقة كارثي,سلبي
جودة الحزمة متين,ايجابي
الواجهة سئ,سلبي
جودة التغليف رائع,ايجابي
الجودة مليء بالمشاكل,سلبي
الصفقة كان مريح,ايجابي
جودة التصنيع ممتاز للسعر,ايجابي
الاتصال كان ممتاز,ايجابي
سأشتري جودة التصنيع مرة أخرى,ايجابي
الاتصال متين,ايجابي
البطارية كان لا بأس,محايد
الشركة رائع,ايجابي
البطارية مقبول بشكل عام,محايد
الواجهة مقبول,محايد
قد أجرب الدعم لاحقاً,محايد
الاتصال سئ,سلبي
جودة التصميم فاشل,سلبي
التحديث ممتاز للسعر,ايجابي
الجودة كان راقي,ايجابي
جودة الحزمة سريع,ايجابي
تجربة الجودة رائعة,ايجابي
الجودة سيئ للغاية,سلبي
تجربة الاتصال سيئة,سلبي
التغليف مذهل للغاية,ايجابي
السرعة كان مفيد,ايجابي
التغليف مقبول بشكل عام,محايد
المنصة كان غير مُرضٍ,سلبي
المنتج متين إلى حدٍّ كبير,ايجابي
الشركة كان مقبول,محايد
الصفقة كان سريع,ايجابي
خدمة العملاء مقبول بشكل عام,محايد
قد أجرب الواجهة لاحقاً,محايد
جودة الصفقة سيئ,سلبي
الصفقة غير جيد,سلبي
تجربة الحزمة رائعة,ايجابي
البطارية كان عادي,محايد
الشحن كان عادي,محايد
تجربة الواجهة متوسطة,محايد
الجودة غير جيد,سلبي
خدمة الاتصال سيئة,سلبي
جودة الجودة رائع,ايجابي
السرعة غير جيد,سلبي
جودة التصنيع رديء,سلبي
البطارية غير جيد,سلبي
السرعة غير جيد,سلبي
الجودة ممتاز للسعر,ايجابي
قد أجرب الدعم لاحقاً,محايد
التصميم كان فاشل,سلبي
البائع كان سيئ للغاية,سلبي
الاتصال عادي,محايد
لم أجرب السعر بعد,محايد
الحزمة ليس سيئاً وليس ممتازاً,محايد
الدعم طبيعي,محايد
الشركة كان مقبول,محايد
الاتصال كان متوسط,محايد
تجربة الشحن سيئة,سلبي
الشحن مقبول بشكل عام,محايد
البطارية كان مناسب,محايد
الصفقة ممتاز للسعر,ايجابي
الدعم سيئ تماماً,سلبي
التحديث ممتاز للسعر,ايجابي
جودة واجهة المستخدم غير مُرضٍ,سلبي
سأشتري التصميم مرة أخرى,ايجابي
الخدمة مقبول بشكل عام,محايد
التطبيق مقبول,محايد
التصميم مقبول بشكل عام,محايد
جودة الجودة غير جيد,سلبي
الجودة غير مُرضٍ بشكل كبير,سلبي
التطبيق كان لا بأس,محايد
التطبيق سيئ جداً,سلبي
جودة التحديث جيد,ايجابي
خدمة العملاء يسبب مشاكل,سلبي
جودة خدمة العملاء جيد,ايجابي
لا أستطيع الحكم على التطبيق الآن,محايد
خدمة العملاء ممتاز للسعر,ايجابي
التجربة جميل,ايجابي
التصميم مقبول بشكل عام,محايد
التغليف سيئ,سلبي
التطبيق مقبول بشكل عام,محايد
التطبيق مذهل,ايجابي
الخدمة رديء,سلبي
التجربة معقّد,سلبي
جودة التطبيق سيئ جداً,سلبي
التجربة مقبول بشكل عام,محايد
الشركة يعلّق كثيراً,سلبي
الشركة مقبول بشكل عام,محايد
السعر أفضل من المتوقع,ايجابي
الخدمة ليس جيداً,سلبي
لن أشتري الشحن مرة أخرى,سلبي
السعر ممتاز للسعر,ايجابي
المنصة يعمل كما يجب,ايجابي
الجودة ليس جيداً,سلبي
التصميم كان جيد,ايجابي
السعر مقبول بشكل عام,محايد
الخدمة كان متوسط,محايد
الاتصال ممتاز جداً,ايجابي
خدمة التصميم سيئة,سلبي
المنتج كان غير مُرضٍ,سلبي
التجربة سيء,سلبي
الصفقة يستحق السعر,ايجابي
التحديث كان عادي,محايد
التجربة متوسط,محايد
الواجهة سئ,سلبي
الصفقة كان ممتاز,ايجابي
جودة التصنيع مقبول بشكل عام,محايد
لا أستطيع الحكم على التحديث الآن,محايد
أنصح بـ المتجر,ايجابي
جودة التصنيع عادي,محايد
الحزمة غير جيد,سلبي
جودة الدعم خيالي,ايجابي
الواجهة غير جيد,سلبي
التطبيق فعّال تماماً,ايجابي
التحديث غير جيد,سلبي
البائع كان طبيعي,محايد
جودة الدعم ممتاز,ايجابي
الخدمة كان جميل,ايجابي
خدمة العملاء غير جيد,سلبي
الشركة كان سئ,سلبي
السعر مزعج,سلبي
الاتصال ليس جيداً,سلبي
الاتصال غير جيد,سلبي
السعر كان مقبول,محايد
التغليف بطيء,سلبي
الخدمة مناسب,محايد
الشركة عادي,محايد
التصميم يعمل كما يجب,ايجابي
أنصح بـ البائع,ايجابي
الصفقة مقبول بشكل عام,محايد
البائع ليس جيداً,سلبي
السرعة عادي,محايد
جودة المتجر ممتاز جداً,ايجابي
الدعم كان خيالي,ايجابي
خدمة زمن التسليم ممتازة,ايجابي
التطبيق كان سئ,سلبي
جودة المنصة جميل,ايجابي
تجربة التجربة متوسطة,محايد
التغليف راقي مرة,ايجابي
الواجهة عادي,محايد
السعر جيد,ايجابي
الواجهة كان عادي,محايد
لا أنصح بـ جودة التصنيع,سلبي
الصفقة خيالي تماماً,ايجابي
التغليف كان لا بأس,محايد
زمن التسليم كان متوسط,محايد
تجربة التحديث سيئة,سلبي
التحديث بطيء كتير,سلبي
التجربة غير جيد,سلبي
الاتصال مناسب,محايد
المنتج كان متوسط,محايد
المنصة غير جيد,سلبي
المنتج كان مناسب,محايد
التحديث معقّد إلى حدٍّ كبير,سلبي
قد أجرب البطارية لاحقاً,محايد
السرعة عادي,محايد
التغليف كان راقي,ايجابي
الجودة كان مقبول,محايد
الواجهة كان سئ,سلبي
المتجر غير جيد,سلبي
جودة خدمة العملاء ممتاز جداً,ايجابي
الاتصال كان متوسط,محايد
جودة التصنيع فعّال,ايجابي
الدعم سريع,ايجابي
التحديث غير جيد,سلبي
الخدمة كان جيد,ايجابي
الشحن كان ممتاز,ايجابي
الحزمة ممتاز للسعر,ايجابي
المنتج أفضل من المتوقع,ايجابي
التجربة ممتاز للسعر,ايجابي
الخدمة جميل,ايجابي
السعر غير جيد,سلبي
زمن التسليم كان جيد,ايجابي
قد أجرب التغليف لاحقاً,محايد
الصفقة كان رديء,سلبي
التطبيق طبيعي,محايد
ندمت على شراء خدمة العملاء,سلبي
لن أشتري الخدمة مرة أخرى,سلبي
الشحن كان مخيّب,سلبي
الصفقة سيء,سلبي
الدعم فعّال,ايجابي
الاتصال متوسط,محايد
المنصة كان خيالي,ايجابي
لم أجرب السرعة بعد,محايد
التغليف كان مذهل,ايجابي
جودة الشحن متين,ايجابي
المتجر ليس جيداً,سلبي
التصميم ليس جيداً,سلبي
جودة البطارية ممتاز,ايجابي
واجهة المستخدم ليس جيداً,سلبي
السرعة بطيء مرة,سلبي
قد أجرب المنصة لاحقاً,محايد
التغليف كان سيئ للغاية,سلبي
لا أستطيع الحكم على التطبيق الآن,محايد
الخدمة مقبول بشكل عام,محايد
البطارية ليس سيئاً وليس ممتازاً,محايد
البائع كان متوسط,محايد
التجربة كان مخيّب,سلبي
التطبيق ليس جيداً,سلبي
جودة البطارية ممتاز,ايجابي
الواجهة كان عادي,محايد
التغليف كان خيالي,ايجابي
الدعم عادي,محايد
التحديث ممتاز جداً,ايجابي
الشركة ليس جيداً,سلبي
الشحن معقّد,سلبي
الجودة غير جيد,سلبي
التصميم فاشل كتير,سلبي
الخدمة ممتاز للسعر,ايجابي
الصفقة جيد مرة,ايجابي
خدمة العملاء مخيّب,سلبي
الشركة عادي,محايد
التجربة كان مناسب,محايد
السرعة طبيعي,محايد
التصميم عادي,محايد
الواجهة ليس جيداً,سلبي
أنصح بـ التجربة,ايجابي
التغليف كان متوسط,محايد
التصميم جميل,ايجابي
الصفقة عادي,محايد
التجربة ليس جيداً,سلبي
الصفقة مليء بالمشاكل,سلبي
الجودة كان متوسط,محايد
البائع قوي,ايجابي
